bumpMap frag-compilelog: 
bumpMap vert-compilelog: 
bumpMap linklog: 
pvl frag-compilelog: 
pvl vert-compilelog: 
pvl linklog: 
GL Version: 4.2.0 NVIDIA 285.05.09
frameupdate: 0
frameupdate: 49
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 16
frameupdate: 16
frameupdate: 17
frameupdate: 17
frameupdate: 16
frameupdate: 17
frameupdate: 17
frameupdate: 17
frameupdate: 16
